Genres,Film Count,Average Ratings
"Action,Drama,Thriller",2366,67.4450549450549
"Animation,Comedy,Romance",2377,73.5115692048801
"Adventure,Animation,Drama",2391,73.5926390631535
"Drama,History,Romance",2506,74.4369513168396
"Sci-Fi,Short",2559,69.495115279406
News,2670,64.5078651685393
"Comedy,Family,Fantasy",2680,71.1171641791045
Mystery,2718,67.504782928624
"Family,Game-Show",2772,76.0808080808081
"Adventure,Comedy,Family",2892,70.4792531120332
"Short,Thriller",2892,72.8744813278008
"Crime,Thriller",2901,66.0420544639779
"Drama,Horror,Mystery",2909,63.5991749742179
Sci-Fi,2959,62.6877323420074
"Comedy,Horror",3213,59.5166511048864
"Animation,Comedy,Fantasy",3238,72.0185299567634
"Drama,War",3286,66.7845404747413
"Horror,Thriller",3289,49.1273943447856
"Adventure,Comedy,Drama",3291,72.0264357338195
"Biography,Drama,History",3332,72.4300720288115
"Documentary,News",3357,72.6097706285374
"Documentary,Sport",3383,75.9346733668342
"Animation,Family",3404,67.8678025851939
"Action,Animation,Drama",3493,74.8353850558259
"Comedy,Drama,Short",3510,71.4153846153846
"Comedy,Documentary",3516,72.7380546075085
"Action,Comedy,Crime",3525,68.1829787234043
"Drama,Mystery,Thriller",3547,69.426839582746
"Comedy,Music",3621,68.8494890914112
"Action,Adventure,Fantasy",3770,69.5241379310345
"Animation,Comedy,Short",3836,65.8545359749739
"Action,Comedy,Drama",3885,66.175546975547
"Comedy,Drama,Fantasy",4188,73.8254536771729
"Crime,Drama,Romance",4263,63.2655406990382
"Comedy,Game-Show",4389,72.3504215083162
"Comedy,Crime",4529,67.9995584014131
"Adventure,Animation,Family",4608,66.4153645833333
"Adventure,Drama,Family",4613,73.928246260568
"Drama,History",4625,72.1939459459459
"Action,Drama",4700,64.4802127659574
"Documentary,Reality-TV",4810,71.8723492723493
"Biography,Documentary",4949,71.0559709032128
"Drama,Western",5016,65.5990829346093
"Biography,Documentary,History",5073,72.4902424600828
"Comedy,Reality-TV",5079,71.9757826343768
"Drama,Family",5207,68.7434223161129
"Drama,Fantasy,Horror",5232,71.8168960244648
Adventure,5253,64.5368360936608
"Documentary,Music",5373,75.7978782802903
"Action,Adventure,Crime",5605,70.1109723461195
Animation,5713,70.7824260458603
Western,6103,74.3105030312961
"Action,Sport",6422,66.9848956711305
"Comedy,Music,Talk-Show",6529,66.6065247357942
Game-Show,6556,70.3285539963392
"Horror,Short",6969,66.0737552016071
Family,7239,66.5060091172814
Sport,7413,70.4836098745447
"Drama,Thriller",7609,65.1687475358129
Music,7621,73.5667235270962
"Comedy,News,Talk-Show",7958,65.8881628549887
"Animation,Comedy,Drama",8161,75.4054650165421
"Documentary,History",8174,74.1891362857842
Romance,8220,68.9380778588808
Thriller,9078,60.2477417933465
"Comedy,Crime,Drama",9081,73.8314062327937
Action,9193,61.9292940280648
"Animation,Comedy",9250,71.7676756756757
"Crime,Drama,Thriller",9279,70.3734238603298
"Action,Animation,Comedy",9413,72.2176776798045
Talk-Show,10242,66.6212653778559
"Game-Show,Reality-TV",10246,71.9056217060316
"Action,Adventure,Drama",10453,72.7811154692433
"Action,Adventure,Comedy",10874,67.5949052786463
"Crime,Documentary",11103,73.0083761145636
"Comedy,Drama,Family",11756,73.8381252126574
Horror,11844,51.1026680175616
Crime,11928,68.3296445338699
"Animation,Short",12369,64.3404478939284
"Comedy,Talk-Show",12603,67.8323415059906
"Comedy,Family",13732,72.7057238566851
"Animation,Comedy,Family",13863,69.8611411671355
Adult,15983,63.2843020709504
"Comedy,Romance",16889,68.2566759429214
"Comedy,Drama,Romance",18925,71.7706737120211
"Crime,Drama",19173,70.4552756480467
"Action,Crime,Drama",20407,72.9899054246092
"Documentary,Short",22016,66.3909429505814
"Comedy,Short",22712,68.350519549137
Short,27675,66.5253477868112
"Adventure,Animation,Comedy",28196,70.695453255781
"Crime,Drama,Mystery",30167,73.7593728246097
"Drama,Short",30359,70.4805494252116
"Comedy,Drama",30719,70.4790520524757
"Drama,Romance",34587,70.6751091450545
Reality-TV,39488,69.8307080632091
"Action,Adventure,Animation",50556,74.2824392752591
Documentary,90015,73.140565461312
Drama,120371,68.4542954698391
Comedy,126279,68.6768187901393
